task_id,msg_index,role,tokens,downstream_cites
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,0,system,6194,4
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,1,user,31,4
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,2,assistant,1326,3
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,3,tool,404,3
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,4,assistant,1025,2
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,5,tool,302,2
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,6,assistant,1684,1
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,7,tool,757,1
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,8,assistant,1528,0
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,9,tool,507,0
d528f47a-d984-44d8-a7c9-eeb9d8f1870c,10,assistant,403,0
39bfeebf-35ab-4f07-ad0a-7e0809103b58,0,system,6194,10
39bfeebf-35ab-4f07-ad0a-7e0809103b58,1,user,24,5
39bfeebf-35ab-4f07-ad0a-7e0809103b58,2,assistant,238,9
39bfeebf-35ab-4f07-ad0a-7e0809103b58,3,tool,6146,9
39bfeebf-35ab-4f07-ad0a-7e0809103b58,4,assistant,275,8
39bfeebf-35ab-4f07-ad0a-7e0809103b58,5,tool,1743,5
39bfeebf-35ab-4f07-ad0a-7e0809103b58,6,assistant,471,6
39bfeebf-35ab-4f07-ad0a-7e0809103b58,7,tool,725,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,8,assistant,77,6
39bfeebf-35ab-4f07-ad0a-7e0809103b58,9,tool,81,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,10,assistant,130,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,11,tool,592,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,12,assistant,160,4
39bfeebf-35ab-4f07-ad0a-7e0809103b58,13,tool,6958,4
39bfeebf-35ab-4f07-ad0a-7e0809103b58,14,assistant,115,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,15,tool,3572,3
39bfeebf-35ab-4f07-ad0a-7e0809103b58,16,assistant,142,2
39bfeebf-35ab-4f07-ad0a-7e0809103b58,17,tool,969,2
39bfeebf-35ab-4f07-ad0a-7e0809103b58,18,assistant,3175,1
39bfeebf-35ab-4f07-ad0a-7e0809103b58,19,tool,44,1
39bfeebf-35ab-4f07-ad0a-7e0809103b58,20,assistant,411,0
39bfeebf-35ab-4f07-ad0a-7e0809103b58,21,tool,446,0
39bfeebf-35ab-4f07-ad0a-7e0809103b58,22,assistant,785,0
425ccb3c-24c2-46e8-913d-9cef9d34d98d,0,system,6194,6
425ccb3c-24c2-46e8-913d-9cef9d34d98d,1,user,24,3
425ccb3c-24c2-46e8-913d-9cef9d34d98d,2,assistant,182,4
425ccb3c-24c2-46e8-913d-9cef9d34d98d,3,tool,5182,1
425ccb3c-24c2-46e8-913d-9cef9d34d98d,4,assistant,96,3
425ccb3c-24c2-46e8-913d-9cef9d34d98d,5,tool,1351,3
425ccb3c-24c2-46e8-913d-9cef9d34d98d,6,assistant,141,2
425ccb3c-24c2-46e8-913d-9cef9d34d98d,7,tool,972,2
425ccb3c-24c2-46e8-913d-9cef9d34d98d,8,assistant,228,1
425ccb3c-24c2-46e8-913d-9cef9d34d98d,9,tool,72,2
425ccb3c-24c2-46e8-913d-9cef9d34d98d,10,assistant,1737,1
425ccb3c-24c2-46e8-913d-9cef9d34d98d,11,tool,516,0
425ccb3c-24c2-46e8-913d-9cef9d34d98d,12,assistant,113,0
425ccb3c-24c2-46e8-913d-9cef9d34d98d,13,tool,2288,0
425ccb3c-24c2-46e8-913d-9cef9d34d98d,14,assistant,443,0
